customer_id,gender,usia,kota,tenure_bulan,paket,jenis_jaringan,kuota_gb,biaya_bulanan,punya_streaming_bundle,punya_ewallet_linked,metode_bayar,jumlah_komplain_6bln,skor_kepuasan_csat,pernah_upgrade_paket,total_pemakaian_data_gb,frekuensi_login_app,churn
CUST-00933,Female,41,Jakarta,9,Pascabayar,5G,100,140.49,Yes,Yes,Kartu Kredit,1,2.0,No,9.43,10,0
CUST-00934,Male,49,Semarang,46,Hybrid,5G,100,86.59,No,No,Kartu Kredit,0,1.0,No,43.64,5,0
CUST-00935,Female,25,Surabaya,14,Pascabayar,Fiber,50,130.7,Yes,Yes,Auto-debit,0,1.0,Yes,4.9,8,0
CUST-00936,Male,26,Jakarta,44,Prabayar,4G,5,81.71,No,Yes,Auto-debit,1,5.0,Yes,19.11,5,0
CUST-00937,Male,38,Jakarta,21,Hybrid,4G,100,86.52,No,Yes,Auto-debit,2,5.0,Yes,8.73,7,0
CUST-00938,Male,21,Jakarta,62,Prabayar,4G,50,158.64,No,No,Auto-debit,4,4.0,Yes,19.52,10,0
CUST-00939,Female,24,Semarang,67,Prabayar,5G,5,44.28,No,Yes,Transfer Bank,0,1.0,Yes,2.07,15,0
CUST-00940,Female,47,Jakarta,16,Hybrid,4G,50,82.19,Yes,Yes,Auto-debit,1,4.0,No,11.15,7,0
CUST-00941,Male,62,Surabaya,23,Prabayar,4G,100,97.83,Yes,Yes,Kartu Kredit,1,4.0,No,,9,0
CUST-00942,Female,44,Makassar,66,Prabayar,5G,Unlimited,116.82,Yes,No,E-Wallet,2,4.0,No,23.75,6,0
CUST-00943,Male,24,Medan,1,Pascabayar,4G,100,182.22,No,Yes,Auto-debit,1,3.0,No,3.64,11,0
CUST-00944,Male,64,Semarang,37,Pascabayar,5G,10,114.89,No,Yes,E-Wallet,0,1.0,No,,8,0
CUST-00945,Male,42,Surabaya,10,Prabayar,5G,100,262.12,No,No,E-Wallet,0,5.0,No,9.41,6,0
CUST-00946,Female,51,Lainnya,31,Prabayar,Fiber,100,103.99,Yes,No,Auto-debit,1,3.0,Yes,15.73,6,0
CUST-00947,Male,27,Bandung,2,Prabayar,4G,10,46.35,No,No,Transfer Bank,1,3.0,Yes,31.73,9,0
CUST-00948,Female,45,Surabaya,10,Prabayar,4G,100,84.7,Yes,Yes,Auto-debit,2,5.0,Yes,6.85,6,0
CUST-00949,Male,21,Lainnya,29,Prabayar,5G,5,157.59,No,No,Transfer Bank,1,4.0,No,47.01,8,1
CUST-00950,Male,47,Makassar,4,Prabayar,4G,100,86.38,Yes,Yes,Auto-debit,0,2.0,No,6.82,8,0
CUST-00951,Male,27,Semarang,57,Hybrid,4G,100,102.65,No,No,Transfer Bank,1,4.0,No,25.56,11,0
CUST-00952,Female,60,Lainnya,41,Pascabayar,5G,Unlimited,234.84,No,Yes,Auto-debit,2,3.0,Yes,8.3,12,0
CUST-00953,Male,20,Jakarta,32,Pascabayar,4G,50,267.14,No,Yes,E-Wallet,0,2.0,No,10.31,4,1
CUST-00954,Female,48,Lainnya,34,Hybrid,4G,5,69.03,No,Yes,E-Wallet,1,3.0,No,6.98,6,0
CUST-00955,Female,24,Makassar,60,Hybrid,5G,Unlimited,126.52,No,Yes,Transfer Bank,0,5.0,Yes,57.14,4,0
CUST-00956,Male,50,Surabaya,60,Pascabayar,Fiber,25,155.89,No,Yes,Auto-debit,2,5.0,No,12.15,10,0
CUST-00957,Female,41,Surabaya,3,Prabayar,4G,25,211.53,No,No,E-Wallet,2,1.0,No,0.93,6,1
CUST-00958,Female,63,Jakarta,49,Pascabayar,5G,Unlimited,114.29,Yes,Yes,Kartu Kredit,0,1.0,No,11.14,7,0
CUST-00959,Male,48,Lainnya,33,Pascabayar,Fiber,10,155.31,No,No,E-Wallet,0,1.0,No,50.71,3,0
CUST-00960,Male,35,Jakarta,56,Prabayar,4G,50,228.42,No,Yes,Kartu Kredit,0,1.0,No,17.21,10,0
CUST-00961,Male,22,Surabaya,56,Prabayar,5G,100,142.49,Yes,Yes,Auto-debit,0,4.0,Yes,15.76,7,0
CUST-00962,Female,46,Makassar,50,Prabayar,4G,50,33.67,Yes,Yes,Transfer Bank,0,4.0,No,7.32,10,0
CUST-00963,Male,38,Makassar,48,Prabayar,Fiber,100,125.93,Yes,Yes,Auto-debit,1,3.0,Yes,13.77,9,0
CUST-00964,Female,20,Jakarta,15,Pascabayar,4G,100,94.24,Yes,No,Transfer Bank,0,4.0,No,12.42,10,0
CUST-00965,Female,45,Lainnya,61,Prabayar,4G,50,97.42,No,Yes,Transfer Bank,1,2.0,No,25.43,10,1
CUST-00966,Female,27,Medan,50,Prabayar,Fiber,5,101.2,No,Yes,Kartu Kredit,0,2.0,Yes,4.2,9,1
CUST-00967,Male,29,Lainnya,19,Prabayar,5G,100,43.67,Yes,Yes,Kartu Kredit,1,4.0,No,6.79,11,0
CUST-00968,Female,18,Jakarta,16,Hybrid,4G,100,258.84,No,Yes,Transfer Bank,1,3.0,No,23.86,12,0
CUST-00969,Male,35,Jakarta,36,Prabayar,5G,10,217.66,Yes,Yes,E-Wallet,2,4.0,Yes,5.24,9,0
CUST-00970,Male,28,Semarang,24,Prabayar,Fiber,100,276.76,No,No,Transfer Bank,1,2.0,Yes,14.38,11,1
CUST-00971,Male,21,Jakarta,48,Pascabayar,5G,10,335.66,No,Yes,Auto-debit,0,5.0,Yes,23.92,8,0
CUST-00972,Male,38,Medan,29,Pascabayar,4G,10,152.77,Yes,No,Auto-debit,0,4.0,Yes,6.43,4,0
CUST-00973,Male,28,Jakarta,12,Pascabayar,4G,5,109.0,Yes,Yes,Auto-debit,0,1.0,Yes,15.95,5,0
CUST-00974,Male,24,Yogyakarta,28,Pascabayar,Fiber,50,172.59,No,Yes,E-Wallet,0,4.0,No,6.51,11,0
CUST-00975,Male,39,Lainnya,58,Prabayar,4G,10,176.02,No,Yes,Auto-debit,0,5.0,Yes,9.82,6,0
CUST-00976,Male,20,Lainnya,59,Hybrid,4G,100,108.8,Yes,Yes,Transfer Bank,0,,No,28.03,11,0
CUST-00977,Female,64,Lainnya,22,Pascabayar,4G,50,107.34,No,Yes,Transfer Bank,0,4.0,No,2.74,12,0
CUST-00978,Male,40,Lainnya,57,Pascabayar,4G,25,134.75,Yes,Yes,Kartu Kredit,1,1.0,No,32.82,8,0
CUST-00979,Female,64,Bandung,6,Prabayar,5G,10,103.58,No,No,Auto-debit,1,5.0,No,13.28,10,0
CUST-00980,Female,59,Bandung,70,Pascabayar,4G,Unlimited,176.86,No,Yes,Transfer Bank,1,4.0,No,14.29,9,0
CUST-00981,Female,64,Lainnya,55,Prabayar,4G,Unlimited,75.84,Yes,Yes,Transfer Bank,0,3.0,No,9.63,10,0
CUST-00982,Female,43,Lainnya,2,Prabayar,4G,25,194.69,No,Yes,Auto-debit,1,5.0,Yes,9.66,11,0
CUST-00983,Female,37,Lainnya,50,Pascabayar,4G,10,246.45,No,No,E-Wallet,0,5.0,No,8.24,9,0
CUST-00984,Female,51,Yogyakarta,35,Pascabayar,4G,100,362.06,Yes,Yes,Kartu Kredit,0,1.0,No,7.01,7,0
CUST-00985,Female,21,Jakarta,63,Prabayar,4G,100,269.24,No,Yes,E-Wallet,1,4.0,No,7.01,7,0
CUST-00986,Female,57,Lainnya,17,Hybrid,5G,25,359.52,No,Yes,E-Wallet,2,5.0,No,20.27,2,0
CUST-00987,Male,33,Lainnya,64,Prabayar,4G,50,178.15,Yes,No,Transfer Bank,1,5.0,Yes,37.82,9,0
CUST-00988,Male,18,Makassar,62,Pascabayar,4G,100,69.25,No,No,Kartu Kredit,0,4.0,No,2.26,6,0
CUST-00989,Female,29,Lainnya,20,Prabayar,5G,10,147.63,No,Yes,Transfer Bank,1,4.0,Yes,7.62,6,0
CUST-00990,Male,29,Medan,31,Prabayar,5G,Unlimited,322.98,Yes,Yes,Auto-debit,1,2.0,No,3.15,8,1
CUST-00991,Female,18,Lainnya,46,Hybrid,5G,50,265.42,No,No,E-Wallet,0,3.0,No,40.61,9,0
CUST-00992,Male,49,Jakarta,17,Prabayar,Fiber,5,122.65,No,No,Transfer Bank,0,2.0,No,25.73,5,0
CUST-00993,Male,22,Lainnya,71,Hybrid,4G,Unlimited,49.7,No,Yes,E-Wallet,1,2.0,Yes,50.64,5,0
CUST-00994,Female,57,Jakarta,13,Prabayar,4G,Unlimited,173.96,Yes,Yes,E-Wallet,1,4.0,No,6.16,5,0
CUST-00995,Female,39,Surabaya,17,Pascabayar,4G,Unlimited,67.04,No,Yes,Auto-debit,0,3.0,No,0.33,6,0
CUST-00996,Female,51,Jakarta,36,Prabayar,4G,100,171.73,No,Yes,Auto-debit,0,1.0,No,25.81,8,1
CUST-00997,Male,33,Bandung,34,Pascabayar,Fiber,10,181.19,No,Yes,Auto-debit,0,4.0,No,12.18,4,0
CUST-00998,Female,24,Jakarta,3,Hybrid,5G,50,259.48,Yes,Yes,Kartu Kredit,0,2.0,No,30.29,6,1
CUST-00999,Female,26,Lainnya,65,Pascabayar,5G,50,52.59,No,Yes,Kartu Kredit,1,2.0,No,20.23,9,0
CUST-01000,Female,48,Medan,17,Prabayar,Fiber,50,212.5,Yes,No,Kartu Kredit,0,3.0,Yes,1.89,4,0
CUST-01001,Female,51,Lainnya,7,Pascabayar,Fiber,5,135.34,No,Yes,Auto-debit,0,1.0,No,1.63,5,0
CUST-01002,Female,30,Surabaya,37,Pascabayar,4G,10,290.71,Yes,Yes,Kartu Kredit,1,4.0,Yes,5.59,5,0
CUST-01003,Female,34,Jakarta,66,Prabayar,Fiber,25,206.07,No,No,E-Wallet,0,1.0,No,21.44,8,0
CUST-01004,Male,62,Yogyakarta,0,Pascabayar,4G,50,153.33,No,Yes,Kartu Kredit,0,4.0,No,18.77,7,0
CUST-01005,Female,58,Makassar,35,Pascabayar,4G,10,92.73,No,Yes,E-Wallet,2,4.0,No,32.7,15,0
CUST-01006,Female,37,Medan,65,Pascabayar,5G,100,141.77,Yes,Yes,Kartu Kredit,0,2.0,Yes,23.51,9,0
CUST-01007,Female,29,Lainnya,64,Prabayar,Fiber,Unlimited,236.04,No,Yes,Auto-debit,1,5.0,Yes,1.4,10,0
CUST-01008,Female,32,Lainnya,12,Prabayar,5G,25,142.21,Yes,Yes,E-Wallet,1,3.0,No,1.68,10,0
CUST-01009,Female,43,Semarang,44,Hybrid,4G,50,140.01,No,Yes,Transfer Bank,1,1.0,Yes,9.87,6,0
CUST-01010,Male,44,Lainnya,60,Pascabayar,Fiber,10,143.46,No,Yes,E-Wallet,1,1.0,No,25.11,12,0
CUST-01011,Female,26,Makassar,48,Pascabayar,5G,10,109.09,No,Yes,Auto-debit,0,2.0,No,5.48,9,1
CUST-01012,Male,21,Makassar,47,Hybrid,5G,5,87.84,No,No,E-Wallet,0,1.0,No,4.43,12,0
CUST-01013,Male,41,Surabaya,55,Prabayar,4G,Unlimited,94.64,Yes,Yes,Auto-debit,1,3.0,Yes,0.79,6,0
CUST-01014,Female,55,Jakarta,32,Prabayar,4G,10,465.65,No,Yes,E-Wallet,0,1.0,No,11.24,3,1
CUST-01015,Female,25,Jakarta,4,Pascabayar,4G,100,149.54,Yes,No,Auto-debit,0,4.0,Yes,10.52,5,0
CUST-01016,Male,37,Yogyakarta,46,Pascabayar,Fiber,50,217.14,Yes,Yes,E-Wallet,0,3.0,No,24.93,8,0
CUST-01017,Male,25,Makassar,45,Hybrid,Fiber,5,159.14,No,Yes,Transfer Bank,0,4.0,No,3.56,6,0
CUST-01018,Male,29,Surabaya,61,Pascabayar,4G,5,238.16,No,Yes,Transfer Bank,0,1.0,No,3.07,6,0
CUST-01019,Male,46,Semarang,66,Prabayar,4G,100,267.58,Yes,Yes,E-Wallet,1,5.0,No,15.21,8,0
CUST-01020,Male,31,Jakarta,24,Prabayar,4G,100,332.72,No,No,Transfer Bank,2,4.0,No,2.01,11,0
CUST-01021,Male,30,Surabaya,68,Prabayar,5G,50,318.97,Yes,No,Auto-debit,0,,Yes,3.38,6,0
CUST-01022,Female,64,Lainnya,0,Hybrid,5G,25,71.63,Yes,No,Transfer Bank,3,5.0,No,20.29,11,1
CUST-01023,Female,26,Bandung,69,Prabayar,5G,25,187.31,No,Yes,E-Wallet,0,3.0,Yes,19.28,6,0
CUST-01024,Female,26,Jakarta,9,Pascabayar,4G,100,117.91,Yes,Yes,Transfer Bank,0,3.0,No,7.74,4,0
CUST-01025,Male,61,Bandung,46,Prabayar,4G,10,96.79,Yes,Yes,Transfer Bank,0,5.0,No,13.11,9,0
CUST-01026,Male,43,Bandung,49,Prabayar,Fiber,5,130.49,Yes,Yes,Kartu Kredit,0,5.0,Yes,14.95,6,0
CUST-01027,Male,20,Yogyakarta,45,Prabayar,5G,10,280.96,No,No,E-Wallet,0,2.0,Yes,0.71,9,0
CUST-01028,Female,37,Lainnya,71,Pascabayar,4G,10,236.57,Yes,Yes,Transfer Bank,0,4.0,No,14.96,8,0
CUST-01029,Male,44,Semarang,39,Prabayar,4G,10,150.28,Yes,Yes,Auto-debit,2,2.0,No,7.64,9,1
CUST-01030,Male,29,Semarang,9,Hybrid,4G,25,201.33,No,Yes,Transfer Bank,0,1.0,No,1.85,7,0
CUST-01031,Male,43,Surabaya,43,Hybrid,4G,100,175.67,No,No,Kartu Kredit,0,2.0,No,25.83,10,0
CUST-01032,Female,48,Medan,20,Prabayar,4G,100,130.63,Yes,Yes,Kartu Kredit,1,1.0,No,9.38,10,0
CUST-01033,Male,29,Surabaya,44,Hybrid,5G,10,103.3,No,Yes,Transfer Bank,2,2.0,No,0.0,7,0
CUST-01034,Male,56,Jakarta,27,Prabayar,4G,25,141.7,No,No,Auto-debit,1,2.0,No,2.59,10,1
CUST-01035,Female,39,Lainnya,3,Prabayar,4G,25,207.43,No,Yes,Transfer Bank,0,3.0,No,,3,0
CUST-01036,Female,63,Bandung,45,Prabayar,5G,25,295.93,Yes,No,Kartu Kredit,0,5.0,No,7.02,5,0
CUST-01037,Male,22,Medan,6,Pascabayar,4G,Unlimited,188.25,Yes,Yes,Auto-debit,2,2.0,Yes,2.58,9,0
CUST-01038,Male,33,Jakarta,23,Pascabayar,5G,Unlimited,112.69,Yes,Yes,Auto-debit,1,2.0,No,8.7,8,0
CUST-01039,Female,51,Lainnya,44,Prabayar,Fiber,Unlimited,90.42,No,Yes,Transfer Bank,1,5.0,No,30.78,4,0
CUST-01040,Female,60,Jakarta,63,Pascabayar,4G,25,172.79,Yes,Yes,Transfer Bank,1,2.0,Yes,12.17,12,0
CUST-01041,Female,28,Bandung,22,Pascabayar,5G,100,53.51,No,No,Transfer Bank,2,5.0,No,1.56,10,0
CUST-01042,Male,64,Lainnya,21,Pascabayar,4G,100,419.63,Yes,No,Transfer Bank,1,4.0,No,4.63,7,0
CUST-01043,Male,27,Bandung,21,Pascabayar,4G,100,186.55,No,Yes,Kartu Kredit,1,5.0,No,9.16,9,0
CUST-01044,Female,37,Lainnya,41,Pascabayar,4G,5,258.48,Yes,Yes,Transfer Bank,0,5.0,No,4.48,9,0
CUST-01045,Male,32,Jakarta,13,Pascabayar,5G,Unlimited,229.77,Yes,Yes,Kartu Kredit,1,4.0,Yes,51.86,8,0
CUST-01046,Male,37,Makassar,37,Prabayar,4G,Unlimited,185.06,No,Yes,E-Wallet,1,4.0,No,6.21,9,0
CUST-01047,Female,60,Lainnya,57,Pascabayar,5G,100,179.63,No,No,Auto-debit,0,4.0,No,12.72,6,0
CUST-01048,Female,52,Medan,5,Prabayar,4G,50,212.68,No,No,Kartu Kredit,0,5.0,No,1.92,6,1
CUST-01049,Male,55,Makassar,69,Pascabayar,5G,25,125.09,Yes,Yes,E-Wallet,1,1.0,Yes,30.62,7,0
CUST-01050,Female,29,Bandung,38,Pascabayar,4G,10,151.51,No,No,E-Wallet,0,1.0,No,10.2,9,1
CUST-01051,Male,62,Yogyakarta,45,Prabayar,4G,5,218.35,Yes,Yes,Transfer Bank,0,3.0,No,13.66,11,0
CUST-01052,Female,38,Lainnya,44,Prabayar,5G,Unlimited,71.53,No,No,Transfer Bank,0,2.0,Yes,11.55,8,1
CUST-01053,Female,48,Makassar,68,Pascabayar,4G,10,149.09,Yes,No,E-Wallet,0,4.0,No,30.62,3,0
CUST-01054,Male,50,Lainnya,47,Pascabayar,4G,25,140.69,No,Yes,Auto-debit,1,2.0,Yes,2.79,7,0
CUST-01055,Female,49,Semarang,63,Pascabayar,5G,25,51.71,No,Yes,Auto-debit,0,5.0,No,33.61,7,0
CUST-01056,Male,46,Semarang,20,Pascabayar,5G,100,193.65,Yes,No,Kartu Kredit,0,1.0,No,7.11,12,0
CUST-01057,Female,40,Surabaya,15,Prabayar,5G,10,165.18,Yes,Yes,Transfer Bank,4,1.0,No,19.55,7,0
CUST-01058,Male,48,Makassar,46,Prabayar,4G,10,148.96,No,No,Kartu Kredit,0,4.0,No,2.87,9,0
CUST-01059,Male,60,Lainnya,11,Pascabayar,4G,10,237.62,No,Yes,Transfer Bank,0,3.0,No,13.32,11,0
CUST-01060,Female,36,Semarang,8,Prabayar,4G,10,219.95,No,No,Kartu Kredit,0,5.0,Yes,6.08,6,0
CUST-01061,Female,42,Jakarta,15,Pascabayar,4G,5,227.81,Yes,Yes,Kartu Kredit,0,3.0,No,13.21,11,0
CUST-01062,Male,26,Medan,19,Prabayar,4G,25,141.59,Yes,Yes,Transfer Bank,0,5.0,No,4.19,9,0
CUST-01063,Female,34,Yogyakarta,6,Prabayar,4G,50,123.32,No,Yes,Kartu Kredit,0,1.0,Yes,22.34,10,0
CUST-01064,Female,54,Lainnya,52,Pascabayar,4G,25,163.39,No,Yes,Auto-debit,1,3.0,Yes,1.01,6,0
CUST-01065,Male,48,Jakarta,41,Pascabayar,5G,25,184.27,No,No,Transfer Bank,0,5.0,Yes,5.17,17,0
CUST-01066,Female,27,Jakarta,14,Pascabayar,4G,Unlimited,205.08,Yes,Yes,Kartu Kredit,0,1.0,No,8.41,11,0
CUST-01067,Female,43,Bandung,20,Prabayar,4G,10,96.68,Yes,No,Auto-debit,1,5.0,No,,11,0
CUST-01068,Male,56,Jakarta,66,Pascabayar,4G,Unlimited,178.65,Yes,Yes,Auto-debit,1,5.0,No,35.13,14,0
CUST-01069,Male,23,Lainnya,65,Prabayar,4G,50,250.34,No,Yes,Kartu Kredit,1,1.0,No,0.64,11,0
CUST-01070,Female,20,Bandung,8,Pascabayar,5G,50,102.92,No,No,Auto-debit,0,3.0,No,11.98,5,0
CUST-01071,Male,36,Medan,44,Pascabayar,4G,10,50.24,Yes,Yes,Kartu Kredit,1,2.0,No,12.62,5,0
CUST-01072,Female,48,Jakarta,23,Prabayar,4G,Unlimited,36.33,Yes,No,E-Wallet,1,1.0,No,,5,0
CUST-01073,Female,32,Bandung,25,Pascabayar,Fiber,25,122.67,No,Yes,Auto-debit,1,3.0,No,1.53,10,0
CUST-01074,Male,56,Lainnya,43,Pascabayar,4G,50,87.89,No,Yes,Transfer Bank,1,2.0,No,9.8,5,1
CUST-01075,Male,57,Bandung,70,Pascabayar,4G,10,189.85,No,No,E-Wallet,0,2.0,No,9.92,10,0
CUST-01076,Female,43,Jakarta,41,Pascabayar,5G,25,175.4,No,Yes,Transfer Bank,0,5.0,No,27.12,9,0
CUST-01077,Male,35,Jakarta,68,Prabayar,5G,100,56.87,Yes,Yes,Auto-debit,1,4.0,Yes,8.84,12,0
CUST-01078,Male,19,Lainnya,59,Hybrid,Fiber,Unlimited,245.02,No,Yes,E-Wallet,0,2.0,No,3.44,12,0
CUST-01079,Female,56,Lainnya,56,Prabayar,Fiber,Unlimited,107.33,Yes,No,Transfer Bank,2,5.0,No,2.58,5,0
CUST-01080,Female,60,Jakarta,56,Prabayar,5G,5,93.79,No,No,Auto-debit,0,5.0,No,10.53,8,0
CUST-01081,Female,38,Semarang,57,Pascabayar,4G,5,171.24,No,Yes,Transfer Bank,1,3.0,Yes,30.93,10,0
CUST-01082,Female,42,Jakarta,18,Prabayar,5G,Unlimited,118.25,No,No,Kartu Kredit,0,4.0,No,7.14,7,0
CUST-01083,Female,53,Semarang,70,Hybrid,4G,100,164.14,No,Yes,Kartu Kredit,0,5.0,Yes,25.2,3,0
CUST-01084,Male,50,Jakarta,66,Prabayar,5G,5,138.42,Yes,No,Auto-debit,1,2.0,Yes,27.4,5,1
CUST-01085,Female,24,Lainnya,43,Prabayar,Fiber,Unlimited,257.98,No,Yes,Auto-debit,0,1.0,No,5.69,7,0
CUST-01086,Female,49,Lainnya,51,Prabayar,4G,100,165.87,Yes,Yes,Transfer Bank,0,1.0,Yes,8.35,10,0
CUST-01087,Female,61,Jakarta,63,Prabayar,Fiber,Unlimited,130.73,Yes,No,Kartu Kredit,2,2.0,No,12.06,7,0
CUST-01088,Female,53,Bandung,10,Prabayar,5G,5,146.6,No,No,Transfer Bank,0,1.0,No,43.14,5,0
CUST-01089,Male,40,Jakarta,4,Prabayar,4G,100,233.0,No,Yes,E-Wallet,2,4.0,No,0.59,8,1
CUST-01090,Female,42,Surabaya,71,Prabayar,Fiber,25,97.23,Yes,Yes,Transfer Bank,0,5.0,No,20.76,10,0
CUST-01091,Male,30,Jakarta,39,Prabayar,5G,50,194.63,Yes,No,Kartu Kredit,1,3.0,Yes,18.32,6,0
CUST-01092,Female,49,Surabaya,51,Prabayar,4G,10,150.52,No,Yes,Auto-debit,0,5.0,No,15.14,7,0
CUST-01093,Male,29,Lainnya,36,Prabayar,5G,5,152.77,No,No,Auto-debit,2,,Yes,5.32,6,0
CUST-01094,Male,34,Jakarta,37,Prabayar,4G,100,88.15,No,No,Auto-debit,0,5.0,No,22.84,11,0
CUST-01095,Male,30,Lainnya,2,Prabayar,4G,5,123.05,Yes,Yes,Transfer Bank,0,3.0,No,2.16,3,0
CUST-01096,Female,33,Jakarta,20,Prabayar,5G,25,111.39,No,Yes,Transfer Bank,1,2.0,No,27.55,9,1
CUST-01097,Female,35,Medan,6,Prabayar,Fiber,10,150.15,No,Yes,Kartu Kredit,2,5.0,No,8.29,10,0
CUST-01098,Male,21,Bandung,31,Prabayar,5G,Unlimited,73.15,Yes,No,Transfer Bank,1,4.0,No,20.66,10,0
CUST-01099,Male,51,Lainnya,1,Prabayar,Fiber,25,47.75,No,No,Kartu Kredit,0,2.0,No,9.84,9,1
CUST-01100,Male,38,Jakarta,57,Hybrid,Fiber,10,117.85,Yes,Yes,Auto-debit,1,3.0,No,21.2,10,0
CUST-01101,Male,62,Jakarta,21,Prabayar,4G,Unlimited,235.16,Yes,No,Auto-debit,0,1.0,Yes,3.89,6,0
CUST-01102,Female,26,Yogyakarta,53,Prabayar,5G,100,186.57,No,No,Auto-debit,2,2.0,Yes,2.23,7,1
CUST-01103,Male,49,Yogyakarta,3,Pascabayar,5G,10,142.97,No,No,Kartu Kredit,3,4.0,No,9.52,5,0
CUST-01104,Male,26,Makassar,2,Prabayar,4G,25,91.25,No,Yes,Auto-debit,1,2.0,Yes,82.56,9,0
CUST-01105,Male,43,Jakarta,30,Prabayar,4G,50,34.53,No,No,Kartu Kredit,0,3.0,Yes,76.05,9,0
CUST-01106,Male,41,Surabaya,56,Pascabayar,5G,100,106.95,No,Yes,E-Wallet,0,5.0,Yes,3.47,13,0
CUST-01107,Female,39,Lainnya,58,Pascabayar,Fiber,Unlimited,133.75,No,Yes,Transfer Bank,2,4.0,No,29.2,8,0
CUST-01108,Female,48,Semarang,39,Hybrid,Fiber,Unlimited,82.31,Yes,No,Auto-debit,0,2.0,No,14.41,10,0
CUST-01109,Male,56,Semarang,44,Hybrid,5G,5,180.16,Yes,Yes,E-Wallet,0,2.0,No,7.46,7,0
CUST-01110,Female,32,Surabaya,49,Pascabayar,5G,25,178.07,Yes,Yes,Kartu Kredit,0,3.0,No,9.74,10,0
CUST-01111,Male,57,Surabaya,48,Pascabayar,5G,5,116.89,No,Yes,Auto-debit,1,4.0,No,19.46,7,0
CUST-01112,Male,26,Lainnya,53,Prabayar,Fiber,10,137.58,Yes,Yes,E-Wallet,0,5.0,No,5.33,7,0
CUST-01113,Male,31,Yogyakarta,2,Hybrid,5G,10,136.22,Yes,Yes,Transfer Bank,0,1.0,No,32.33,6,0
CUST-01114,Male,32,Jakarta,30,Pascabayar,Fiber,10,172.5,No,No,Kartu Kredit,1,2.0,Yes,9.32,8,0
CUST-01115,Male,62,Lainnya,60,Prabayar,Fiber,10,95.78,No,Yes,Auto-debit,1,1.0,No,46.97,6,1
CUST-01116,Female,23,Semarang,31,Prabayar,4G,25,403.64,No,Yes,E-Wallet,0,4.0,No,2.75,7,0
CUST-01117,Female,36,Surabaya,10,Pascabayar,Fiber,25,72.9,No,No,E-Wallet,1,1.0,No,42.72,7,0
CUST-01118,Female,37,Bandung,47,Pascabayar,5G,Unlimited,96.45,Yes,No,Transfer Bank,0,1.0,No,1.87,15,0
CUST-01119,Male,55,Yogyakarta,21,Pascabayar,4G,25,160.9,Yes,Yes,Kartu Kredit,3,4.0,No,8.74,8,0
CUST-01120,Male,40,Bandung,36,Prabayar,4G,5,298.05,No,No,Transfer Bank,0,4.0,No,12.87,4,0
CUST-01121,Male,63,Semarang,37,Pascabayar,5G,50,112.49,No,No,Kartu Kredit,0,4.0,No,19.35,9,0
CUST-01122,Male,52,Makassar,50,Prabayar,4G,10,89.65,No,No,Auto-debit,2,1.0,No,9.65,7,0
CUST-01123,Male,51,Jakarta,66,Pascabayar,4G,5,128.01,No,Yes,Kartu Kredit,1,3.0,No,1.24,11,0
CUST-01124,Female,53,Lainnya,49,Prabayar,5G,100,197.2,Yes,No,Kartu Kredit,0,4.0,Yes,5.77,6,0
CUST-01125,Female,25,Surabaya,71,Prabayar,4G,100,201.82,Yes,No,Kartu Kredit,0,1.0,No,7.43,11,1
CUST-01126,Female,39,Bandung,1,Prabayar,4G,25,186.14,No,Yes,Auto-debit,0,4.0,Yes,27.71,10,0
CUST-01127,Female,45,Makassar,56,Prabayar,5G,10,312.99,No,No,E-Wallet,1,1.0,No,21.96,8,0
CUST-01128,Female,27,Semarang,30,Prabayar,4G,25,202.3,Yes,Yes,Auto-debit,0,5.0,No,4.98,5,0
CUST-01129,Female,23,Bandung,52,Pascabayar,5G,25,220.83,No,Yes,Auto-debit,2,2.0,No,10.19,14,0
CUST-01130,Male,24,Semarang,6,Prabayar,4G,Unlimited,230.88,No,Yes,E-Wallet,1,5.0,Yes,5.74,17,0
CUST-01131,Female,55,Lainnya,37,Pascabayar,Fiber,5,84.48,Yes,Yes,Kartu Kredit,2,2.0,No,0.36,9,0
CUST-01132,Female,48,Lainnya,2,Pascabayar,4G,10,135.21,Yes,Yes,Kartu Kredit,0,5.0,No,8.47,3,0
CUST-01133,Female,31,Lainnya,47,Prabayar,Fiber,100,97.31,Yes,No,Auto-debit,0,3.0,No,25.48,9,0
CUST-01134,Female,52,Surabaya,15,Hybrid,5G,Unlimited,101.68,Yes,Yes,Kartu Kredit,1,1.0,No,9.24,6,0
CUST-01135,Male,50,Bandung,10,Pascabayar,Fiber,50,122.14,No,Yes,Auto-debit,0,4.0,No,10.62,11,0
CUST-01136,Female,56,Medan,5,Pascabayar,5G,10,170.57,No,No,Kartu Kredit,2,4.0,Yes,0.38,7,1
CUST-01137,Male,60,Jakarta,19,Pascabayar,5G,10,291.36,Yes,No,Transfer Bank,0,5.0,Yes,23.23,9,0
CUST-01138,Female,59,Yogyakarta,69,Pascabayar,4G,Unlimited,193.43,No,No,E-Wallet,0,2.0,No,8.42,8,0
CUST-01139,Female,26,Surabaya,70,Hybrid,5G,50,177.67,No,No,Auto-debit,1,5.0,No,14.22,7,0
CUST-01140,Female,54,Surabaya,5,Prabayar,5G,25,123.47,No,No,Transfer Bank,0,2.0,No,17.25,3,0
